date,open,high,low,close,Volume BTC,Volume USD,market_cap,NVT,NVRV,NVHR,NVML,NVOL,implied price,fcas,fng_value,fng_class,news_value,news_class,google_trend_bitcoin
2018-07-31,8162.28,8162.37,7633.67,7725.43,11994.08614156,92659472.90059188,141731222829.0,75.04688012,1.50002457,43474975.9754336,0.6170179446194958,22.60856508221849,11988.24439740188,879.0,48.0,Neutral,0.3506,Positive Sentiment,7.199999999999998
2018-07-30,8216.74,8295.0,7853.01,8160.21,11785.89207823,96175354.39569324,140856386730.0,76.71115947,1.5863148,39630250.2088987,0.9728978001488464,28.810075226315952,19756.150279057245,878.0,53.0,Neutral,0.1589,Positive Sentiment,6.66
2018-07-29,8231.07,8299.99,8109.74,8216.74,3980.2794076,32704921.019603226,139902300789.0,95.09701815,1.59809411,47480188.0482407,0.8933472853121277,27.429657279505467,25172.037915402416,878.0,54.0,Neutral,,Neutral Sentiment,5.76
2018-07-28,8177.72,8259.0,8051.43,8237.74,2765.6804906,22782956.804635245,136316470864.0,125.25290844,1.59195773,37327804.5991779,0.5084670611150579,20.009618308566804,11689.496132838962,878.0,54.0,Neutral,,Neutral Sentiment,6.6000000000000005
2018-07-27,7926.0,8274.98,7798.48,8183.05,8701.76587806,71206985.26845889,140811966330.0,78.4760784,1.58953743,42991333.5728462,0.6115477532483097,22.43295552132556,12574.526587892444,879.0,47.0,Neutral,,Neutral Sentiment,9.5
2018-07-26,8174.06,8314.23,7855.97,7926.0,8091.87166049,64136174.78104374,144832483724.0,81.1591079,1.5404035,42476467.3025127,0.5235707885538136,20.904376098311158,9655.142786022983,878.0,53.0,Neutral,0.0,Neutral Sentiment,9.2
2018-07-25,8394.48,8475.0,8049.22,8174.06,10348.06857767,84585733.43798923,132339803087.0,73.68603379,1.59635249,45565664.9245137,0.4660438194529741,18.834047623104876,7945.070942382747,877.0,54.0,Neutral,0.0,Neutral Sentiment,10.0
2018-07-24,7712.46,8496.96,7691.14,8403.83,18707.41156484,157213906.53094932,127251335647.0,67.73000857,1.63581402,40931868.4915123,0.5673222178080051,20.56045212067188,10580.011555393088,877.0,49.0,Neutral,0.0,Neutral Sentiment,10.0
2018-07-23,7393.5,7800.0,7369.86,7719.62,12572.45317131,97054560.9503081,127316113960.0,77.42290275,1.50619599,42733900.4376795,0.948125383298362,27.118838020079913,33631.69765748516,876.0,44.0,Fear,0.016399999999999998,Neutral Sentiment,8.4
2018-07-22,7398.16,7581.03,7336.15,7396.6,5107.9788128,37781676.08675648,125840427125.00003,140.62736039,1.44583406,46852830.6003474,0.8448125244057125,25.347343243475358,22233.60739858171,876.0,46.0,Fear,0.6249,Positive Sentiment,5.2
2018-07-21,7330.84,7458.0,7212.0,7409.92,4049.81022253,30008769.764129493,128763223280.0,111.12242068,1.44833778,35268339.5178439,0.5215855098636403,19.75855736938777,11923.820621589297,879.0,43.0,Fear,-0.3818,Negative Sentiment,5.300000000000002
2018-07-20,7474.35,7696.88,7265.0,7330.84,9379.17143244,68757205.10378845,125718181055.99997,82.15053579,1.43265396,39644702.8156786,0.5790396083517775,20.671939406903906,9732.992558049516,879.0,47.0,Neutral,0.0,Neutral Sentiment,7.5
2018-07-19,7384.92,7570.9,7278.84,7471.42,8803.25309749,65772801.25764874,126293397801.0,72.44597947,1.46018625,44021066.1135132,0.5158015549774989,19.46544116061724,8549.422504933675,879.0,44.0,Fear,,Neutral Sentiment,8.4
2018-07-18,7310.71,7599.98,7239.15,7378.1,13347.87429603,98481951.34353895,114383451581.0,68.87169885,1.44339934,44793365.5190134,0.4819719201619103,17.928432981824912,10566.402265460014,879.0,42.0,Fear,0.17,Positive Sentiment,9.3
2018-07-17,6721.21,7468.31,6657.95,7310.71,12703.29651293,92870116.85004248,109131978227.0,68.68715411,1.43309368,41051426.467194,0.5859025405633468,19.48831160135691,12371.680211421699,878.0,39.0,Fear,0.25286666666666663,Positive Sentiment,9.1
2018-07-16,6353.25,6755.0,6333.63,6721.04,9404.05647649,63205039.74074834,107543164747.00003,73.93288393,1.31568081,31995588.3032251,0.8958214504019888,24.333339461763515,32547.865198581818,878.0,36.0,Fear,0.1806,Positive Sentiment,6.800000000000002
2018-07-15,6245.99,6397.21,6227.76,6349.3,3556.29310719,22579971.82548147,106478738166.0,124.7393749,1.24480827,35461777.0360745,0.8085389141093963,22.919679421118012,30530.74347691552,876.0,32.0,Fear,0.0,Neutral Sentiment,5.0
2018-07-14,6208.78,6317.84,6180.0,6243.98,2584.7339623,16139027.16592195,105670188706.0,134.75844443,1.22667095,35461777.0360745,0.4719660255089583,17.090251667599016,13503.858433392046,876.0,29.0,Fear,,Neutral Sentiment,4.16
2018-07-13,6243.53,6337.25,6121.01,6215.59,5901.29571452,36680034.63021337,109624517380.00003,76.36478348,1.21722522,38128076.0613432,0.6673940759431968,20.94786211775617,13492.778328301269,874.0,29.0,Fear,0.10959999999999999,Positive Sentiment,5.6000000000000005
2018-07-12,6379.13,6380.0,6072.0,6243.88,7792.46685782,48655227.96420514,109835780196.0,75.92079329,1.20621817,37594816.2562895,0.6432271343486977,20.55401349942491,13205.815090826729,874.0,33.0,Fear,0.4767,Positive Sentiment,5.5200000000000005
2018-07-11,6304.45,6400.0,6285.0,6380.0,6370.13680136,40641472.79267679,114919205799.99997,72.0539534,1.24746562,35995036.8411282,0.5797195197111702,19.844937357158667,10698.031537199518,873.0,29.0,Fear,0.1806,Positive Sentiment,5.2
2018-07-10,6666.75,6683.9,6270.84,6299.46,9163.01977492,57722076.55131754,115216622773.0,69.88166684,1.2330456,39727855.4765045,0.6367263745065013,20.897962146330315,14893.381157890857,874.0,37.0,Fear,-0.1779,Negative Sentiment,5.36
2018-07-09,6706.6,6814.72,6620.0,6666.75,7165.21723333,47768711.99030278,113353504838.0,79.23672317,1.30098801,36261666.7436551,0.9208250753564408,25.303390021896213,22436.015659141078,874.0,39.0,Fear,0.0,Neutral Sentiment,5.04
2018-07-08,6755.46,6783.54,6674.6,6706.6,5145.84575684,34511129.15282314,113496217571.99997,88.423996,1.30865599,42127524.5992464,0.8874375287040873,24.81894062340284,31483.72233560877,875.0,38.0,Fear,,Neutral Sentiment,5.28
2018-07-07,6604.74,6820.0,6510.0,6759.99,4842.79587112,32737251.66081249,111568122589.0,133.7786772,1.31378163,41594264.7941926,0.3980561696183243,15.989771735916257,11889.537375334286,876.0,34.0,Fear,,Neutral Sentiment,4.16
2018-07-06,6533.69,6636.15,6449.76,6596.53,5457.67218749,36001698.31494341,114730704216.0,80.03087194,1.28661278,42660784.4043001,0.669399326693172,21.42705920524348,14750.511120815545,876.0,34.0,Fear,,Neutral Sentiment,5.04
2018-07-05,6575.62,6700.0,6445.31,6533.69,7692.21577694,50258553.29963511,113421540536.0,80.72358248,1.27324533,36528296.646182,0.5982968239730106,20.06304525043348,14115.038423398022,877.0,37.0,Fear,0.11315,Positive Sentiment,5.76
2018-07-04,6507.99,6792.28,6413.2,6584.25,6706.7340062,44158813.38032235,113612580405.0,88.05954549,1.28137705,35728406.9386013,0.5460255557573767,19.114199891909717,10292.223656659722,877.0,33.0,Fear,,Neutral Sentiment,5.44
2018-07-03,6605.46,6666.0,6464.39,6507.99,5924.86541706,38558964.88557231,109535706816.0,59.24213494,1.26579418,30929068.6931176,0.5835318139556434,19.478970708787333,13073.886891081765,877.0,31.0,Fear,,Neutral Sentiment,6.0
2018-07-02,6345.48,6667.57,6270.69,6612.98,8799.80247408,58192917.76504155,108801529651.0,73.01715353,1.28633397,36328697.2314513,0.9309704234439641,24.977122591503573,12022.649674285747,878.0,27.0,Fear,0.0,Neutral Sentiment,6.88
2018-07-01,6385.75,6438.55,6259.34,6349.99,4160.70556721,26420438.744727824,101964514431.00003,77.44021867,1.23860628,37103365.3719989,0.7516732743594747,21.600500216898414,19552.55231678708,879.0,27.0,Fear,,Neutral Sentiment,5.76
2018-06-30,6204.01,6510.0,6190.28,6385.71,6915.08887702,44157752.192875385,101936041059.0,102.69103463,1.23851505,35588942.2955908,0.4966329076536654,17.27608442378392,13440.197930559872,879.0,22.0,Extreme Fear,,Neutral Sentiment,8.58
2018-06-29,5845.2,6299.0,5774.72,6204.24,12067.37316767,74868879.30178492,105148160888.00003,81.71374546,1.20834141,38112980.756271,0.6691499247577944,20.578000870923468,13630.176853617952,880.0,16.0,Extreme Fear,,Neutral Sentiment,10.23
2018-06-28,6135.64,6165.49,5818.14,5848.33,8878.39857291,51923804.72590674,105064037362.0,77.30940391,1.13776355,39627403.8326791,0.6637164985777125,20.48024410339252,11992.058244568532,881.0,20.0,Extreme Fear,0.0,Neutral Sentiment,7.04
2018-06-27,6073.99,6181.11,5985.0,6135.64,7446.86155074,45691261.60518238,106880330753.00003,68.43040294,1.19000509,30540865.3742304,0.6345844622898492,20.14963034655832,15353.815704461816,881.0,18.0,Extreme Fear,,Neutral Sentiment,6.93
2018-06-26,6252.28,6277.0,6025.68,6068.0,7751.62208792,47036842.82949856,105409486219.0,86.81561553,1.17183193,36850961.5259309,0.6102733972872184,19.604341709105512,13340.564817327271,882.0,21.0,Extreme Fear,0.5106,Positive Sentiment,7.04
2018-06-25,6153.6,6365.34,6075.01,6253.61,9689.68930701,60595537.94721079,105838418912.00003,72.98799104,1.19907224,39627403.8326791,0.8637353576584159,23.684423785841066,19646.780981412496,880.0,16.0,Extreme Fear,0.10115,Positive Sentiment,7.92
2018-06-24,6169.91,6255.05,5780.0,6153.4,11423.59392896,70293942.88246246,103508812532.0,95.49255597,1.17963703,43161057.6776314,0.7637667504188346,21.938629796311744,25341.730962742982,882.0,15.0,Extreme Fear,0.0,Neutral Sentiment,8.91
2018-06-23,6055.17,6261.0,6048.54,6177.38,4585.87147205,28328670.71401223,115050947720.0,121.5280629,1.18384639,40384615.3708832,0.5218891975142403,18.763276889128807,10311.395765230229,881.0,17.0,Extreme Fear,-0.3825,Negative Sentiment,5.94
2018-06-22,6718.33,6737.97,5940.0,6050.45,18544.14405465,112200416.3954571,115185894364.0,60.1567451,1.16113556,38112980.756271,0.6496946097795593,21.12353693767589,13823.480588945604,881.0,28.0,Fear,0.0,Neutral Sentiment,7.92
2018-06-21,6756.6,6792.2,6677.85,6718.33,4837.32442832,32498741.826515105,113466252649.00003,82.58212563,1.28466547,42908653.8315634,0.625687513659573,20.556327071233536,15624.500473311056,879.0,37.0,Fear,,Neutral Sentiment,6.0299999999999985
2018-06-20,6728.44,6809.26,6558.95,6756.58,5193.76884592,35092114.70896615,115226784774.99997,85.72350552,1.29123078,39122596.1405431,0.6735556494640565,21.541455984758255,14277.14579299223,878.0,34.0,Fear,0.34,Positive Sentiment,5.31
2018-06-19,6711.3,6841.81,6660.21,6736.52,5443.67979628,36671457.82123615,114811638137.0,77.15826161,1.28664559,38748592.0678864,0.6364197931545204,20.858624799495548,14536.23641026117,878.0,32.0,Fear,0.34,Positive Sentiment,5.76
2018-06-18,6451.03,6793.0,6381.25,6707.5,5940.1743975,39843719.77123125,110538772930.0,76.37397993,1.28056779,40279018.6112339,1.0391347874876091,26.69662659955133,30495.299391172164,877.0,27.0,Fear,,Neutral Sentiment,6.3
2018-06-17,6487.92,6575.35,6429.23,6453.41,2828.75680848,18255127.47541292,111295736112.00003,120.02765783,1.23172728,38559792.2070958,0.9439935068042506,25.429114413068024,30105.28630304699,876.0,23.0,Extreme Fear,,Neutral Sentiment,4.77
2018-06-16,6390.6,6557.81,6333.63,6487.92,3553.69972603,23056119.52650456,109994273108.0,131.83076023,1.23955794,40770226.1552733,0.4849290607764037,17.665455910512676,11800.818673502055,874.0,22.0,Extreme Fear,0.4404,Positive Sentiment,6.72
2018-06-15,6638.8,6666.66,6370.0,6390.6,7132.20678871,45579080.70393013,113621636378.0,75.04613213,1.22097074,37577377.119017,0.5859959659289611,19.856002614486663,10846.174565640744,872.0,26.0,Fear,,Neutral Sentiment,7.8
2018-06-14,6308.49,6708.1,6270.69,6646.1,14185.83821156,94280499.33784892,107946207582.0,58.89890461,1.2632478,37577377.119017,0.5132935473288459,18.056994786321283,8683.083000197543,872.0,17.0,Extreme Fear,-0.027899999999999998,Neutral Sentiment,10.32
2018-06-13,6557.66,6624.45,6120.0,6307.4,19190.50457858,121042188.57893547,111684137240.99997,55.35939554,1.20092906,35121339.3988197,0.5569367269565912,19.166841288861235,10862.880280104922,871.0,19.0,Extreme Fear,-0.1237,Negative Sentiment,11.28
2018-06-12,6880.76,6880.76,6461.42,6557.67,8827.5994997,57888484.41119771,117492450820.0,60.86406886,1.23858038,35612546.9428592,0.5901686525491794,20.242588588772296,9834.970805795234,871.0,19.0,Extreme Fear,,Neutral Sentiment,10.44
2018-06-11,6781.17,6919.97,6634.86,6880.61,11409.52423218,78504486.52718003,115792455396.0,62.79596826,1.29750932,34384528.0827606,0.7531281090448296,22.928864647970308,17264.269865836515,869.0,15.0,Extreme Fear,,Neutral Sentiment,12.0
2018-06-10,7498.0,7498.0,6627.7,6781.17,14392.69540615,97599314.3073222,129236308938.0,70.33397232,1.27551954,31191679.0465042,0.9436830923673136,27.237589427174647,25471.398672262465,870.0,24.0,Extreme Fear,-0.296,Negative Sentiment,8.879999999999997
2018-06-09,7618.11,7686.45,7468.31,7492.7,2713.78104511,20333547.236695696,130175079393.0,89.76381657,1.42518183,35121339.3988197,0.5712027814339046,20.853625061151302,13532.870673696541,871.0,39.0,Fear,,Neutral Sentiment,3.44
2018-06-08,7676.41,7697.0,7542.0,7618.11,4676.55832777,35626535.76236791,131119835639.0,67.76051999,1.43712165,35612546.9428592,0.6967601339713336,23.285715281993852,13476.307316775348,871.0,40.0,Fear,0.0,Neutral Sentiment,4.24
2018-06-07,7658.99,7750.0,7618.99,7689.28,7545.00925066,58015688.73091493,130753282364.99997,76.85126133,1.44450247,35121339.3988197,0.6400135696780692,22.215826660270753,13850.664173025069,868.0,38.0,Fear,0.0,Neutral Sentiment,4.32
2018-06-06,7617.98,7695.46,7482.61,7658.57,7058.05577232,54054614.19621678,130057970864.0,75.26794022,1.44133056,36103754.4868986,0.6139491393136207,21.67066599489191,13603.91820255044,869.0,42.0,Fear,,Neutral Sentiment,4.72
2018-06-05,7494.99,7685.0,7360.0,7617.98,9968.45508961,75939491.50354719,128069979769.00003,71.19478616,1.43371987,38570079.4652277,0.6332124092111385,21.878000401724734,13460.24161797776,870.0,26.0,Fear,-0.2933,Negative Sentiment,4.48
2018-06-04,7712.97,7764.44,7449.68,7488.26,6990.5513527,52347066.07236931,131460827418.0,84.7807391,1.40952829,39180231.3025025,0.960403980579644,27.71385163229048,28262.383334745824,871.0,41.0,Fear,0.1877,Positive Sentiment,4.88
2018-06-03,7642.0,7790.69,7581.03,7703.67,4729.21008365,36432273.845112,130510681004.0,106.81864625,1.44919617,34898238.8104258,0.8728876722891595,26.235003130125776,24529.094720873443,873.0,40.0,Fear,-0.5049,Negative Sentiment,4.0
2018-06-02,7511.72,7700.0,7438.92,7642.0,4012.16875521,30660993.62731482,128618548725.0,94.73228337,1.43730299,32543142.9397835,0.4233636358155909,17.651557243371503,12320.86161286958,873.0,27.0,Fear,,Neutral Sentiment,4.41
2018-06-01,7492.28,7620.01,7348.45,7511.6,6762.6275727,50798153.27509333,127856865936.00003,74.73651586,1.41524122,35540537.6842373,0.6189918720188499,21.595474362185332,12580.358696216408,874.0,24.0,Extreme Fear,,Neutral Sentiment,5.31
2018-05-31,7375.64,7601.23,7330.22,7492.28,7339.00726931,54985897.38370593,126031396405.0,76.11887093,1.40689168,36396936.1826526,0.6420159537254335,21.878615824448428,11677.294757946653,874.0,25.0,Extreme Fear,0.5457,Positive Sentiment,7.29
2018-05-30,7469.45,7559.0,7273.89,7375.73,8940.4540053,65942374.82051136,127286197091.0,68.44377559,1.38664652,37253334.681068,0.650611751829304,22.136850740704123,11483.754512387317,873.0,38.0,Fear,,Neutral Sentiment,7.29
2018-05-29,7112.2,7537.0,7026.9,7469.45,11049.92099287,82536832.36019282,121654438770.0,62.51969565,1.40088628,29759847.8199336,0.731137829260167,23.08561084908121,10830.64611043176,873.0,16.0,Extreme Fear,0.3062,Positive Sentiment,7.1099999999999985
2018-05-28,7348.64,7445.0,7084.99,7112.5,6583.63252959,46826086.36670888,125586130562.00003,58.13694828,1.33597351,33399541.4381989,1.1017753878171204,29.22135272983316,36596.40372967346,883.0,22.0,Extreme Fear,,Neutral Sentiment,7.1099999999999985
2018-05-27,7335.99,7412.57,7213.09,7347.39,3144.45110906,23103508.63419635,125248262801.00003,112.98211544,1.37644815,35112338.4350296,0.9843033585307625,27.463763767786432,31658.232483915697,883.0,19.0,Extreme Fear,,Neutral Sentiment,6.75
2018-05-26,7459.21,7622.87,7276.04,7335.99,4043.55765023,29663498.486510776,126978632840.0,119.57943135,1.37360478,34684139.1858219,0.5893467557032798,20.965556969021087,13997.710506686115,884.0,23.0,Extreme Fear,0.2023,Positive Sentiment,6.5
2018-05-25,7579.3,7661.07,7328.13,7471.18,10088.84331121,75375564.36984593,129024876252.00003,66.00189868,1.39150485,37681533.9302757,0.6441693132097881,22.156864162942142,10631.897100373037,883.0,25.0,Extreme Fear,,Neutral Sentiment,7.9
2018-05-24,7509.99,7733.99,7267.24,7586.88,11648.36524358,88374749.29921223,128833111634.0,58.85499339,1.41826534,30032592.1199289,0.5553054131854449,20.44116438729221,9497.039494919803,883.0,27.0,Fear,,Neutral Sentiment,10.0
2018-05-23,7983.98,8032.01,7435.49,7502.89,17635.90129337,132320227.45501284,136657623420.0,61.65747583,1.40810171,33370917.2393768,0.7007227715620103,23.807129893209066,13061.853319371658,883.0,26.0,Fear,0.0258,Neutral Sentiment,9.4
2018-05-22,8403.23,8417.65,7951.41,7984.08,9101.06078693,72663597.40771207,142949519694.0,78.82646747,1.49717102,31104990.7601599,0.7212438853296417,24.68764904276314,15207.548579565659,883.0,30.0,Fear,-0.0086,Neutral Sentiment,7.9
2018-05-21,8518.64,8589.1,8320.0,8391.76,6126.97105348,51416070.60775133,145010022744.0,85.67420677,1.56883389,32340950.6579146,1.059412277159108,30.570575077368805,30229.70308733312,883.0,41.0,Fear,-0.07433333333333335,Negative Sentiment,6.6000000000000005
2018-05-20,8225.55,8590.0,8170.71,8518.48,5314.99889979,45275711.82788312,140152381216.0,113.72413539,1.59036292,29663037.5461127,0.9801820076179658,28.859373535387782,24204.973812814733,883.0,32.0,Fear,,Neutral Sentiment,6.9
2018-05-19,8248.99,8395.0,8141.08,8231.2,3784.07576637,31147484.44814475,140422279278.0,121.64121806,1.53821787,31722970.7090372,0.5624830628349151,21.418253209427984,6331.347652449897,883.0,31.0,Fear,,Neutral Sentiment,6.800000000000002
2018-05-18,8058.16,8275.1,7929.53,8248.87,7181.20388348,59236817.27832167,138124811300.0,51.35949575,1.5392871,30487010.8112825,0.7806989577599951,25.358574099026413,6357.424778866307,885.0,37.0,Fear,0.11315,Positive Sentiment,7.7
2018-05-17,8337.77,8500.0,7980.0,8067.03,8259.12452442,66626605.31223187,142108277841.0,44.8078241,1.50426871,27191117.7506033,0.6862314203244596,23.969592241147065,8579.723612004125,885.0,31.0,Fear,0.0,Neutral Sentiment,7.4
2018-05-16,8481.99,8505.33,8100.01,8346.59,12705.12321984,106044454.41548434,144998538657.0,57.59749729,1.56132079,36872803.6163485,0.6348822704944124,23.201454979920264,10635.073329477376,887.0,32.0,Fear,0.0,Neutral Sentiment,7.5
2018-05-15,8674.53,8865.0,8400.0,8474.99,12391.83198691,105020652.17074238,147377631315.0,64.74641191,1.58958164,30075024.1786976,0.6677456904958273,24.020182071714874,6417.553965041939,888.0,40.0,Fear,,Neutral Sentiment,8.1
2018-05-14,8696.54,8900.9,8286.57,8674.36,18861.93709627,163615232.67040065,148651217813.0,46.02177404,1.62361239,27191117.7506033,1.1214122184845627,31.884715800585884,25097.31213057926,889.0,40.0,Fear,0.4005,Positive Sentiment,9.5
2018-05-13,8481.72,8775.9,8335.56,8696.58,9835.22450915,85532816.76178372,144491499309.0,100.97316656,1.63680889,30487010.8112825,0.7639825773415901,25.59133194100636,14709.887232837185,890.0,40.0,Fear,,Neutral Sentiment,7.0
2018-05-12,8408.79,8652.8,8208.81,8481.6,15464.92940302,131167345.22465444,144209062700.0,80.23960933,1.5974431,33988897.1882542,0.5533557972118306,21.49311236154419,9034.152134116397,893.0,44.0,Fear,,Neutral Sentiment,8.47
2018-05-11,9007.19,9018.38,8351.0,8411.42,20383.92660992,171457767.96521327,154968340040.0,48.72087078,1.58493865,26155095.4999563,0.716560760879277,25.53531202050917,9535.895433670852,893.0,41.0,Fear,0.0,Neutral Sentiment,10.89
2018-05-10,9308.49,9393.0,8987.74,9020.99,11764.9775057,106131744.42914464,158705778441.0,58.24897695,1.69887071,30790397.6545844,0.7528330839106869,26.513326979675156,10806.9900577873,892.0,63.0,Greed,0.06743333333333333,Positive Sentiment,9.57
2018-05-09,9181.52,9368.79,8974.62,9308.49,11368.83432539,105826680.62954956,157096638579.0,61.14809309,1.74723256,31990023.5372306,0.6798897982330375,24.98021497250859,9432.080172842469,893.0,53.0,Neutral,0.168225,Positive Sentiment,9.24
2018-05-08,9356.79,9450.0,9015.0,9167.69,11418.31053651,104679531.32245736,159073456774.0,58.43887242,1.73387152,27791332.9479691,0.7837251504894219,27.122580025708043,10217.366764039185,894.0,62.0,Greed,,Neutral Sentiment,9.79
2018-05-07,9621.99,9634.5,9175.0,9359.52,13616.3485933,127442486.9859632,163896974567.0,65.36829436,1.75762436,29990647.0661537,1.0982217545950228,32.9792487779566,16435.287729008072,894.0,56.0,Greed,-0.0258,Neutral Sentiment,10.45
2018-05-06,9827.04,9918.41,9375.0,9623.54,8155.5768566,78485520.10256436,166827403576.0,85.57435706,1.80577797,27391457.6537537,0.8234108007259906,28.47228363512129,13683.790055892678,893.0,67.0,Greed,,Neutral Sentiment,8.47
2018-05-05,9689.0,9948.98,9670.68,9823.28,7403.10502352,72722773.51544355,165232440779.0,93.10389739,1.84393794,32189961.1843383,0.6266664035832811,24.472244370510644,9093.585356770354,894.0,63.0,Greed,0.3612,Positive Sentiment,9.79
2018-05-04,9737.0,9784.73,9527.38,9696.57,7326.05207111,71037576.73116308,163999860625.0,55.18565316,1.82662477,27591395.3008614,0.6512004031015115,24.89691428534107,9198.677465534924,893.0,56.0,Greed,0.3818,Positive Sentiment,9.9
2018-05-03,9220.0,9799.99,9165.19,9732.43,11670.79957863,113585239.94304596,156873400630.0,62.32498316,1.83904816,30190584.7132614,0.7133394304714951,25.617558955976108,9190.550249575148,894.0,55.0,Greed,0.0,Neutral Sentiment,9.35
2018-05-02,9066.9,9259.16,8975.23,9222.0,10575.17497792,97524263.64637823,154368868774.0,62.69724934,1.7386519,27991270.5950767,0.6404029854764289,23.993753987707734,15356.217125449319,892.0,52.0,Neutral,,Neutral Sentiment,9.24
2018-05-01,9243.51,9249.99,8815.91,9066.9,12138.2639605,110056425.50345744,157487808262.0,82.07141315,1.71724649,31590148.2430152,0.6808658138602338,25.02823535000712,12027.685250135472,893.0,56.0,Greed,0.0,Neutral Sentiment,9.35
2018-04-30,9396.32,9443.96,9111.0,9242.17,8085.68829456,74729305.78533359,158740427523.0,72.98173203,1.74740041,30990335.3016921,0.9198143859960172,29.53644936732297,14821.339162651899,893.0,59.0,Greed,,Neutral Sentiment,6.93
2018-04-29,9352.97,9538.75,9180.0,9393.99,10940.71803063,102776995.77255791,158584116595.0,79.11565195,1.78054751,31590148.2430152,0.8579623427560122,28.436622182742397,7942.609731009588,894.0,61.0,Greed,,Neutral Sentiment,6.82
2018-04-28,8916.54,9442.34,8854.47,9345.11,15558.40230193,145394980.93578908,153198866832.0,85.34615032,1.77091583,25592018.8297845,0.6055292469625749,23.19989047754307,9934.59651892566,894.0,54.0,Neutral,,Neutral Sentiment,6.72
2018-04-27,9277.32,9387.82,8901.09,8921.43,11375.51437547,101485855.21474932,157400409845.0,59.45793327,1.70402847,27882432.4329455,0.6758538960974236,24.922519258543872,8689.341586743814,894.0,55.0,Greed,0.2732,Positive Sentiment,8.4
2018-04-26,8855.07,9326.79,8647.29,9274.48,20042.96970211,185888121.6428252,152915180046.0,60.11872818,1.75708104,26910340.4324546,0.6724664672682263,24.52560402090927,7435.624982431568,894.0,47.0,Neutral,-0.05135,Negative Sentiment,8.52
2018-04-25,9648.36,9755.53,8751.0,8864.99,33035.90404482,292862958.99828887,162420564034.0,49.35961776,1.68455575,23474977.8240562,0.540358701427665,22.418741265293043,6045.6899399794265,894.0,64.0,Greed,,Neutral Sentiment,10.92
2018-04-24,8942.0,9737.16,8930.0,9648.0,20460.50898304,197402990.66836992,151835780976.0,45.58973223,1.83531084,30345703.0408531,0.6365227419582941,23.733358041276606,9707.762682725506,894.0,29.0,Fear,,Neutral Sentiment,11.64
2018-04-23,8781.7,9006.39,8771.22,8946.95,10286.1177149,92029380.88932456,150198975921.0,62.60259418,1.70339486,29200582.1713869,0.954441114701399,29.37134747660456,22419.048501244684,894.0,28.0,Fear,,Neutral Sentiment,9.96
2018-04-22,8924.93,9036.52,8760.0,8789.96,9346.45175925,82154937.10573712,149648724658.0,96.06425379,1.68092587,30536556.5190974,0.7833164383420306,26.36128708839884,13541.273623345425,894.0,31.0,Fear,,Neutral Sentiment,8.16
2018-04-21,8865.78,9023.4,8608.0,8920.71,15336.30792743,136810755.49130407,150404475373.0,72.85727033,1.69378446,30345703.0408531,0.5784332641457418,22.443734133920422,10606.10966336558,894.0,32.0,Fear,,Neutral Sentiment,8.52
2018-04-20,8273.0,8934.0,8216.9,8861.0,16059.62267134,142304316.49074373,140228950403.0,61.53501228,1.69131108,26146926.5194772,0.5613445869627921,21.381304404899645,8062.440571057942,897.0,26.0,Fear,,Neutral Sentiment,8.879999999999997
2018-04-19,8172.83,8297.99,8074.44,8271.31,9436.84632763,78055081.39818929,138687177633.0,54.32945132,1.58612722,33971919.1274958,0.6799823974814381,23.58502866883196,14012.597152732847,897.0,25.0,Extreme Fear,0.0,Neutral Sentiment,9.12
2018-04-18,7890.87,8235.0,7870.35,8172.84,9227.20459808,75412466.82737215,134093392445.0,80.05011702,1.57002305,30536556.5190974,0.6579368564448969,22.812733644113788,12466.640571390877,896.0,24.0,Extreme Fear,,Neutral Sentiment,8.64
2018-04-17,8054.68,8160.85,7806.81,7890.87,9277.15121538,73204794.21090558,136597253971.0,59.30482158,1.51791712,30918263.4755861,0.7261746675862671,24.263998253862404,13591.285669949384,897.0,26.0,Fear,0.0,Neutral Sentiment,8.64
2018-04-16,8353.43,8424.99,7905.0,8048.15,10866.60295749,87456050.59232314,141625176885.0,65.42966774,1.54777167,26910340.4324546,0.8485213844454939,26.830402354034696,24418.49574839237,896.0,,nan,,Neutral Sentiment,8.16
2018-04-15,8003.39,8417.0,8001.23,8354.22,7542.84081564,63014551.598836,136442880067.0,106.95597647,1.60406337,31109116.9538305,1.0318172939226815,29.304459383612905,27545.062989817798,896.0,,nan,,Neutral Sentiment,8.4
2018-04-14,7885.9,8232.14,7835.0,8000.41,8935.53071477,71487909.28575306,134033734871.00003,103.49369604,1.54037773,25934796.2703183,0.5289067015784189,20.279627557304266,9191.02646360162,897.0,,nan,,Neutral Sentiment,9.1
2018-04-13,7923.78,8239.33,7753.32,7896.92,19605.94275077,154826561.4274106,133210105813.99997,58.16379181,1.52369622,28798401.5171494,0.6813718125537227,23.175903965964235,7513.407035027377,897.0,23.0,Extreme Fear,0.0,Neutral Sentiment,13.44
2018-04-12,6940.94,8069.34,6758.45,7923.78,19033.3803344,150816318.42611203,117553809963.0,48.13569231,1.52215846,26878508.0826727,0.7381322730927536,22.84021648788755,11529.01245155223,893.0,18.0,Extreme Fear,,Neutral Sentiment,14.000000000000002
